FID,BPID,STREET_NAM,FROM_STREE,TO_STREET,BLOCK,WARD,WIDTH,Rating2023,RatingCate,FC,CreationDa,Miles,Shape__Length
2590,SYR3521,Valley Dr.,Kimber Ave,Seneca Tnpk,1500,13,30,8,Good,17,7/26/2023 12:00:00 AM,0.104316254568,230.063038497963
2591,SYR3522,Valley Dr.,Seneca Tnpk,Academy St,1600,13,30,8,Good,17,8/21/2023 12:00:00 AM,0.148469342579,327.47233961283
2592,SYR3523,Valley Dr.,Academy St,Merritt Rd,1700,13,30,9,Excellent,17,8/21/2023 12:00:00 AM,0.0579743640633,127.868346544757
2593,SYR3524,Valley Dr.,Merritt Rd,Chaffee,1800,13,30,8,Good,17,8/21/2023 12:00:00 AM,0.0926806296657,204.412583864576
2594,SYR3525,Valley Dr.,Chaffee,Cossitt,1900,13,30,7,Good,17,8/21/2023 12:00:00 AM,0.100569623728,221.807032850485
2595,SYR3526,Valley Dr.,Cossitt,Brooklea,2000,13,30,8,Good,17,8/21/2023 12:00:00 AM,0.168878910218,372.450712762841
2596,SYR3527,Valley Dr.,Brooklea,Crafton,2200,13,27,7,Good,17,8/21/2023 12:00:00 AM,0.132483653758,292.172357354459
2597,SYR3528,Valley Dr.,Crafton,Dorwin,2300,13,27,8,Good,17,8/21/2023 12:00:00 AM,0.47614531605,1049.67216464512
2598,SYR353,Briggs St,Butternut,Wadsworth,100,3,25,8,Good,19,7/18/2023 12:00:00 AM,0.170088603045,374.279137394066
2599,SYR3530,Valley View Dr,Valley Dr.,Barnes,100,13,27,7,Good,19,8/22/2023 12:00:00 AM,0.179405345163,394.3536490682
2600,SYR3531,Van Buren St,Oakwood,McBride,200,18,29,5,Poor,19,8/23/2023 12:00:00 AM,0.0924894698906,203.392840069507
2601,SYR3533,Van Buren St,Almond/Renwick,Henry,400,15,29,9,Excellent,16,8/2/2023 12:00:00 AM,0.0381605869545,83.9188916793888
2602,SYR3534,Van Buren St,Henry,Stadium,500,15,29,8,Good,16,8/2/2023 12:00:00 AM,0.0626958168379,137.873323329521
2603,SYR3535,Van Buren St,Stadium,Irving,600,15,29,9,Excellent,16,8/2/2023 12:00:00 AM,0.0631407134147,138.852425339243
2604,SYR3536,Van Rensselaer St,Erie Blvd.,Wilkinson,100,2,27,9,Excellent,19,7/6/2023 12:00:00 AM,0.152366077327,336.332642996977
2605,SYR3537,Van Rensselaer St,Wilkinson,Park,200,2,27,9,Excellent,19,7/6/2023 12:00:00 AM,0.0677939987504,149.652257151476
2606,SYR3538,Van Rensselaer St,Park,Genesee,300,2,27,7,Good,19,7/6/2023 12:00:00 AM,0.0991550588269,218.88507288527
2607,SYR3539,Van Rensselaer St,Genesee,Belden,400,2,27,7,Good,19,7/6/2023 12:00:00 AM,0.0924519849814,204.09276195246
2608,SYR354,Briggs St,Wadsworth,Darlington,200,3,25,8,Good,19,7/18/2023 12:00:00 AM,0.146805681364,323.047488553912
2609,SYR3541,Van Rensselaer St,bridge,Spencer,500,2,27,7,Good,19,7/6/2023 12:00:00 AM,0.138227959459,305.153820639683
2610,SYR3542,Van Rensselaer St,Spencer,Kirkpatrick,600,2,35,9,Excellent,19,7/6/2023 12:00:00 AM,0.130109855228,287.177357603823
2611,SYR3543,Van Rensselaer St,Kirkpatrick,Bear,700,2,36,6,Fair,19,7/6/2023 12:00:00 AM,0.270427636821,595.784391679067
2612,SYR3544,Van Rensselaer St,Bear,Hiawatha,800,2,36,5,Poor,19,7/6/2023 12:00:00 AM,0.282410471094,622.229192157163
2613,SYR3545,Vann St,Teall,Greenway,100,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.131249384997,288.716101568225
2614,SYR3546,Vann St,Greenway,Dillaye,200,6,31,7,Good,19,7/11/2023 12:00:00 AM,0.131833749705,290.037156327679
2615,SYR3547,Vann St,Dillaye,Gale,300,6,31,7,Good,19,7/11/2023 12:00:00 AM,0.102422277071,225.401844087455
2616,SYR3548,Vann St,Gale,dead end,400,6,31,6,Fair,19,7/11/2023 12:00:00 AM,0.0659325616318,145.104425647236
2617,SYR355,Brighton Ave E,S. Salina,S. State,100,14,35,9,Excellent,14,8/14/2023 12:00:00 AM,0.0981349240622,215.778435833803
2618,SYR3550,Velasko Rd,Rowland,W. Onondaga,200,11,32,9,Excellent,16,8/21/2023 12:00:00 AM,0.210953009311,465.44355925489
2619,SYR3551,Velasko Rd,W. Onondaga,Bellevue,400,11,36,6,Fair,16,8/21/2023 12:00:00 AM,0.101480835918,223.887391742819
2620,SYR3552,Velasko Rd,Bellevue,Overlook,500,11,36,7,Good,16,7/26/2023 12:00:00 AM,0.0805912502114,177.774631950817
2621,SYR3553,Velasko Rd,Overlook,Stolp,600,11,36,7,Good,16,7/26/2023 12:00:00 AM,0.0898287613937,198.160746040628
2622,SYR3554,Velasko Rd,Stolp,Hensberry,700,11,26,7,Good,16,7/26/2023 12:00:00 AM,0.0593031617872,130.838360838986
2623,SYR3555,Velasko Rd,Hensberry,Atkinson,800,11,26,7,Good,16,7/26/2023 12:00:00 AM,0.0518790990471,114.47647126825
2624,SYR3556,Velasko Rd,Atkinson,Fairdale,900,11,26,7,Good,16,7/26/2023 12:00:00 AM,0.0506475485986,111.758541913722
2625,SYR3557,Velasko Rd,Fairdale,Glenwood,1000,11,26,7,Good,16,7/26/2023 12:00:00 AM,0.104264872146,230.065926355875
2626,SYR3558,Victoria Pl,Wescott,Allen,100,17,25,8,Good,19,7/25/2023 12:00:00 AM,0.138015687498,303.526316496042
2627,SYR3559,Vieau Dr,Wolcott,Bungalow,100,11,24,8,Good,19,7/26/2023 12:00:00 AM,0.117901717979,259.26139419344
2628,SYR3560,Village Dr,Grant Blvd,Village Dr.,100,4,33,6,Fair,19,7/12/2023 12:00:00 AM,0.401045009389,884.200665974168
2629,SYR3561,Vincent St,dead end,Jamesville,100,19,23,9,Excellent,19,8/14/2023 12:00:00 AM,0.117455952761,258.306018350657
2630,SYR3562,Vincent St,Jamesville,Lorraine,200,19,28,6,Fair,19,8/14/2023 12:00:00 AM,0.0470125911931,103.360791141926
2631,SYR3563,Vincent St,Lorraine,Ruth,300,19,28,7,Good,19,8/14/2023 12:00:00 AM,0.0437967234637,96.2881570610111
2632,SYR3564,Vincent St,Ruth,Harriet,400,19,28,6,Fair,19,8/14/2023 12:00:00 AM,0.0462867918034,101.761966986343
2633,SYR3565,Vincent St,Harriet,Comstock,500,19,28,7,Good,19,8/14/2023 12:00:00 AM,0.0872394363581,191.798329820694
2634,SYR3566,Vincent St,Comstock,Goodrich,600,19,27,7,Good,19,8/14/2023 12:00:00 AM,0.0610621624728,134.251761083913
2635,SYR3568,Vine St.,Burnet,Hawley,300,6,35,8,Good,19,7/6/2023 12:00:00 AM,0.155968283031,344.311072873453
2636,SYR3569,Vine St.,Robinson,Pattison,500,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.0625697078097,138.135319304572
2637,SYR357,Brighton Ave E,81 on-ramp,Thurber,300,14,35,9,Excellent,14,8/14/2023 12:00:00 AM,0.259090493365,570.730677074911
2638,SYR3570,Vine St.,Pattison,Boyden,600,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.0955679868731,210.990496898854
2639,SYR3571,Vine St.,Boyden,Shuart,700,6,27,5,Poor,19,7/11/2023 12:00:00 AM,0.0635692298667,140.224415419533
2640,SYR3572,Vine St.,Shuart,Dorothy,800,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.0446782583563,98.5300032057795
2641,SYR3573,Vine St.,Dorothy,James,900,6,27,6,Fair,19,7/11/2023 12:00:00 AM,0.071216551204,157.055692398914
2642,SYR3574,Wadsworth St,Scoville,Mertens,100,4,31,5,Poor,19,7/5/2023 12:00:00 AM,0.119845712491,264.633298223754
2643,SYR3575,Wadsworth St,Mertens,Grant Blvd.,200,4,31,6,Fair,19,7/5/2023 12:00:00 AM,0.0889546437119,196.427200796504
2644,SYR3576,Wadsworth St,Grant Blvd.,Listman,300400,3,27,6,Fair,17,7/18/2023 12:00:00 AM,0.159453220199,352.109724018295
2645,SYR3577,Wadsworth St,Listman,Berkshire,500,3,27,5,Poor,17,7/18/2023 12:00:00 AM,0.0756329921485,167.019636490758
2646,SYR3578,Wadsworth St,Berkshire,Briggs,600,3,27,5,Poor,17,7/18/2023 12:00:00 AM,0.0956106925229,211.140463829908
2647,SYR3579,Wadsworth St,Briggs,Huntley,700,3,27,4,Poor,17,7/18/2023 12:00:00 AM,0.0513581462735,113.413861356629
2648,SYR358,Brighton Ave E,Thurber,Ball Circle,400,14,35,5,Poor,14,8/14/2023 12:00:00 AM,0.386011942467,851.099058077257
2649,SYR3580,Wadsworth St,Huntley,Hillside,800,3,27,5,Poor,17,7/18/2023 12:00:00 AM,0.0798221035496,175.961820723599
2650,SYR3581,Wadsworth St,Hillside,Court,900,3,27,5,Poor,17,7/18/2023 12:00:00 AM,0.163604077375,360.633669273895
2651,SYR3582,Wadsworth St,Court,Weldon,1000,1,27,7,Good,17,7/20/2023 12:00:00 AM,0.115795210325,255.260466892047
2652,SYR3583,Wadsworth St,Weldon,Cadillac,1100,1,27,7,Good,17,7/20/2023 12:00:00 AM,0.106291958842,234.306024968142
2653,SYR3584,Wadsworth St,Cadillac,LeMoyne,1200,1,27,7,Good,17,7/20/2023 12:00:00 AM,0.139832144118,308.278235200983
2654,SYR3585,Wainwright Ave,Bronx,Argyle,100,3,23,7,Good,19,7/18/2023 12:00:00 AM,0.122809183014,271.194845943894
2655,SYR3586,Wainwright Ave,Argyle,Acadia,200,3,23,7,Good,19,7/18/2023 12:00:00 AM,0.127757901278,282.131605659216
2656,SYR3587,Wainwright Ave,Acadia,Rivoli,300,3,23,7,Good,19,7/18/2023 12:00:00 AM,0.124011002633,273.86543667591
2657,SYR3588,Waite Ave,St. Fair Blvd.,Dewey,100,2,18,10,Excellent,19,8/23/2023 12:00:00 AM,0.0790745790142,174.030952025937
2658,SYR3589,Wall St,dead end,Richmond,100,2,24,7,Good,19,8/23/2023 12:00:00 AM,0.126357934793,278.919472192541
2659,SYR359,Brighton Ave E,Ball Circle,Ainsley Dr.,500,14,35,6,Fair,14,8/14/2023 12:00:00 AM,0.119827062476,264.205431467522
2660,SYR3590,Wall St.,Richmond,Park,200,2,27,6,Fair,19,8/23/2023 12:00:00 AM,0.125993652838,278.123841985959
2661,SYR3591,Wallace St,W. Genesee,Herald Pl.,100,2,25,9,Excellent,19,8/23/2023 12:00:00 AM,0.0678119137452,149.607565779502
2662,SYR3592,Walnut Ave,Erie Blvd. E.,Washington,100,16,30,9,Excellent,19,7/25/2023 12:00:00 AM,0.0906218888025,200.040859370445
2663,SYR3593,Walnut Ave,Washington,Fayette,200,16,30,9,Excellent,19,7/25/2023 12:00:00 AM,0.0620442882314,136.955652195378
2664,SYR3594,Walnut Ave,Fayette,Ashworth Pl.,300,15,30,9,Excellent,19,7/25/2023 12:00:00 AM,0.0509303698646,112.421469986682
2665,SYR3595,Walnut Ave,Ashworth Pl.,E. Genesee,400,16,30,9,Excellent,19,7/25/2023 12:00:00 AM,0.0531558298575,117.332259180701
2666,SYR3596,Walnut Ave,E. Genesee,Madison,500,16,30,9,Excellent,17,8/1/2023 12:00:00 AM,0.111677488076,246.504024086084
2667,SYR3597,Walnut Ave,Madison,Harrison,600,16,30,9,Excellent,17,8/1/2023 12:00:00 AM,0.0793626282961,175.172202366865
2668,SYR3598,Walnut Ave,Harrison,Adams,700,16,34,9,Excellent,17,8/1/2023 12:00:00 AM,0.105886865485,233.712157386224
2669,SYR3599,Walnut Ave,Adams,Marshall,800,16,34,9,Excellent,17,8/1/2023 12:00:00 AM,0.0718466760774,158.57590130084
2670,SYR36,Ainsley Dr.,Ball Cir.,Game Rd,200,14,26,8,Good,17,8/14/2023 12:00:00 AM,0.0544138120848,119.608665641179
2671,SYR360,Brighton Ave E,Ainsley Dr.,E. Glen,600,14,35,9,Excellent,14,8/14/2023 12:00:00 AM,0.11195481684,246.838094354745
2672,SYR3600,Walnut Ave,Marshall,Waverly,900,16,34,9,Excellent,17,8/1/2023 12:00:00 AM,0.074197190107,163.760908943793
2673,SYR3601,Walnut Pl,Harrison,Adams,100,16,28,9,Excellent,19,8/1/2023 12:00:00 AM,0.105731418497,233.369220187082
2674,SYR3602,Walnut Pl,Adams,Marshall,200,16,28,9,Excellent,19,8/1/2023 12:00:00 AM,0.071917877104,158.73302716859
2675,SYR3603,Walnut Pl,Marshall,Waverly,300,16,28,9,Excellent,19,8/1/2023 12:00:00 AM,0.0746186824276,164.691127813856
2676,SYR3604,Walrath Rd,S. Salina,Churchill,100,14,20,4,Poor,19,8/21/2023 12:00:00 AM,0.113705873738,249.954542600537
2677,SYR3605,Walrath Rd,Churchill,Menlo,200,14,20,4,Poor,19,8/21/2023 12:00:00 AM,0.0960994296141,211.240722610605
2678,SYR3606,Walter Dr.,James,Tyson,100,5,24,8,Good,19,7/24/2023 12:00:00 AM,0.0851935385331,188.118332473119
2679,SYR3607,Walton St,Clinton,Franklin,100,9,35,10,Excellent,19,8/23/2023 12:00:00 AM,0.0993038517032,218.411820906157
2680,SYR3608,Walton St.,Franklin,Fayette,200,9,35,10,Excellent,19,8/23/2023 12:00:00 AM,0.156706868138,345.049475890249
2681,SYR3609,Warham St,Pond,Craig,100,3,27,6,Fair,19,7/19/2023 12:00:00 AM,0.0853905792494,188.043918861043
2682,SYR361,Brighton Ave E,E. Glen,Rock Cut Rd.,700,14,85,7,Good,16,8/14/2023 12:00:00 AM,0.253857328985,559.817436349205
2683,SYR3610,Warham St,Craig,Cleveland,200,3,27,5,Poor,19,7/19/2023 12:00:00 AM,0.0502068280363,110.563354964929
2684,SYR3611,Warham St,Cleveland,Butternut,300,3,27,4,Poor,19,7/19/2023 12:00:00 AM,0.0687890834876,151.483972653873
2685,SYR3612,Warner Ave,S. Salina,Webster,100,19,27,9,Excellent,19,8/2/2023 12:00:00 AM,0.0737960215162,162.245546231789
2686,SYR3613,Warner Ave,Webster,Cannon,200,19,27,9,Excellent,19,8/2/2023 12:00:00 AM,0.0692439673527,152.237692682755
2687,SYR3614,Warner Ave,Cannon,Midland,300,19,27,9,Excellent,19,8/2/2023 12:00:00 AM,0.17141040306,376.894013953809
2688,SYR3615,Warner Ave,Midland,Hope,400,19,27,10,Excellent,19,8/18/2023 12:00:00 AM,0.0861837734851,189.547302639196
2689,SYR3617,Warren St N,Erie Blvd. E.,E. Willow,100,9,42,6,Fair,17,7/26/2023 12:00:00 AM,0.106038816908,234.01443129356
2690,SYR3618,Warren St S,Water,Washington,100,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.0661233106588,145.961735999898
2691,SYR3619,Warren St S,Washington,Fayette,200,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.0608691826848,134.361782282534
2692,SYR362,Brighton Ave E,Rock Cut Rd.,Intrepid Lane,800,14,82,5,Poor,16,8/14/2023 12:00:00 AM,0.194457722875,428.733644205729
2693,SYR3620,Warren St S,Fayette,Jefferson,300,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.11333545392,250.16979261388
2694,SYR3621,Warren St S,Jefferson,Onondaga,400,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.107043540112,236.275456703146
2695,SYR3622,Warren St S,Onondaga,Harrison,500,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.0808331376172,178.417522612511
2696,SYR3623,Warren St S,Harrison,Adams,600,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.106078942917,234.136115470753
2697,SYR3624,Warren St S,Adams,S. Salina,700,9,38,9,Excellent,17,7/26/2023 12:00:00 AM,0.0870223138923,192.050406397748
2698,SYR3625,Warrington Rd E,S. Salina,Coldbrook,100,14,22,7,Good,19,8/21/2023 12:00:00 AM,0.176472239506,387.805840007999
2699,SYR3626,Warrington Rd E,Coldbrook,Latter Dr.,200,14,22,6,Fair,19,8/21/2023 12:00:00 AM,0.0719719661307,158.162430658359
2700,SYR3627,Warrington Rd W,S. Salina,Bronson,100,14,25,6,Fair,19,8/21/2023 12:00:00 AM,0.0915602449341,201.207774455728
2701,SYR3628,Warrington Rd W,Bronson,Marjorie,200,14,25,6,Fair,19,8/21/2023 12:00:00 AM,0.0605382984899,133.092306687964
2702,SYR3629,Washington St E,Salina,Warren,100,9,38,9,Excellent,17,8/2/2023 12:00:00 AM,0.0737872090115,162.294720004028
2703,SYR363,Brighton Ave W,S. Salina,Webster,100,19,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.0929033729288,204.258895480323
2704,SYR3630,Washington St E,Warren,Montgomery,200,9,38,9,Excellent,17,8/23/2023 12:00:00 AM,0.0729433290606,160.438135707867
2705,SYR3631,Washington St E,Montgomery,State,300,15,38,9,Excellent,17,8/23/2023 12:00:00 AM,0.0968825739966,213.092062416723
2706,SYR3632,Washington St E,State,Townsend,400,15,38,8,Good,17,8/23/2023 12:00:00 AM,0.0910526545484,200.269128920777
2707,SYR3633,Washington St E,Townsend,McBride,500,15,47,5,Poor,17,8/23/2023 12:00:00 AM,0.0873036173259,192.024060317217
2708,SYR3634,Washington St E,McBride,Almond,600,15,37,5,Poor,17,8/23/2023 12:00:00 AM,0.0876727272895,192.835241474443
2709,SYR3635,Washington St E,Almond,Forman,700,15,36,9,Excellent,19,7/25/2023 12:00:00 AM,0.112888961903,248.29817935965
2710,SYR3638,Washington St E,Walnut,Pine,1200,16,36,4,Poor,19,7/25/2023 12:00:00 AM,0.11192273402,246.172867693959
2711,SYR3639,Washington St E,Pine,dead end,1300,16,0,5,Poor,19,7/25/2023 12:00:00 AM,0.116465245364,256.163873451294
2712,SYR364,Brighton Ave W,Webster,Cannon,200,19,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.072585688569,159.588222447268
2713,SYR3641,Washington St W,Salina,Clinton,100,9,42,9,Excellent,17,7/26/2023 12:00:00 AM,0.0685884928386,150.859633722463
2714,SYR3642,Washington St W,Clinton,Franklin,200,9,42,8,Good,17,8/2/2023 12:00:00 AM,0.0994099287311,218.651033711343
2715,SYR3643,Washington St W,Franklin,West,300,9,42,8,Good,17,8/23/2023 12:00:00 AM,0.161302144847,354.788635050917
2716,SYR3644,Water St E,Salina,Warren,100,9,0,0,Not Rated,19,11/8/2023 12:00:00 AM,0.0717771179298,157.876282056158
2717,SYR3645,Water St E,Warren,Montgomery,200,9,34,6,Fair,17,8/23/2023 12:00:00 AM,0.0733076518762,161.242125137332
2718,SYR3646,Water St E,Montgomery,State,300,15,34,7,Good,17,8/23/2023 12:00:00 AM,0.0983735393046,216.375958930179
2719,SYR3647,Water St E,State,Townsend,400,15,34,4,Poor,17,8/23/2023 12:00:00 AM,0.0912799487967,200.772397061224
2720,SYR3648,Water St E,Townsend,McBride,500,15,34,4,Poor,17,8/23/2023 12:00:00 AM,0.0867640603328,190.8394890493
2721,SYR3649,Water St E,McBride,Almond,600,15,34,4,Poor,17,8/23/2023 12:00:00 AM,0.087926822694,193.396956383247
2722,SYR365,Brighton Ave W,Cannon,Midland,300,19,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.156713604819,344.550016433972
2723,SYR3650,Water St E,Almond,Forman,700,15,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.112618539352,247.706791470167
2724,SYR3651,Water St E,Forman,S. Crouse,800,15,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.173529388066,381.681640220145
2725,SYR3652,Water St E,S. Crouse,University,1000,15,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.112369872258,247.159861824469
2726,SYR3653,Water St E,University,Walnut,1100,15,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.112274509982,246.950136768445
2727,SYR3654,Water St E,Walnut,Pine,1200,16,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.116273813405,255.746688963336
2728,SYR3655,Water St E,Pine,Erie Blvd.,1300,16,34,9,Excellent,19,7/25/2023 12:00:00 AM,0.106660542621,234.6021711461
2729,SYR3656,Water St W,Salina,Clinton,0,0,42,0,Not Rated,19,11/8/2023 12:00:00 AM,0.0686793163925,151.061618023645
2730,SYR3657,Water St W,Clinton,Franklin,200,9,42,5,Poor,19,8/23/2023 12:00:00 AM,0.0984772283978,216.603286454315
2731,SYR3658,Water St W,Franklin,West St.,300,9,42,5,Poor,19,8/23/2023 12:00:00 AM,0.176159056395,387.527657331133
2732,SYR3659,Waverly Ave,Irving,S. Crouse,100,16,42,9,Excellent,17,8/1/2023 12:00:00 AM,0.0592763695119,130.358900946716
2733,SYR366,Brighton Ave W,Midland,Hope,400,19,30,5,Poor,16,7/26/2023 12:00:00 AM,0.0865884063342,190.372928203304
2734,SYR3660,Waverly Ave,S. Crouse,University,100,16,42,9,Excellent,17,8/1/2023 12:00:00 AM,0.112685029863,247.813634990735
2735,SYR3661,Waverly Ave,University,Walnut,200,16,42,9,Excellent,17,8/1/2023 12:00:00 AM,0.112372919454,247.12723615928
2736,SYR3662,Waverly Ave,Walnut,Comstock,300,16,42,8,Good,17,8/1/2023 12:00:00 AM,0.105354855378,231.693595376507
2737,SYR3663,Waverly Ave,Comstock,Ostrom,400,16,30,9,Excellent,19,8/1/2023 12:00:00 AM,0.081756116096,179.795733433605
2738,SYR3664,Wayne St,Catherine,Howard,100,6,27,7,Good,19,7/6/2023 12:00:00 AM,0.107554115131,236.854777182501
2739,SYR3665,Wayne St,Howard,Lodi,200,6,27,7,Good,19,7/6/2023 12:00:00 AM,0.0870336598606,191.656763391894
2740,SYR3666,Webster Ave,Colvin,Warner,0,19,27,8,Good,19,8/2/2023 12:00:00 AM,0.206575352838,455.676716588784
2741,SYR3667,Webster Ave,Warner,Brighton,300,19,27,8,Good,19,8/2/2023 12:00:00 AM,0.131911826577,291.012641858702
2742,SYR3668,Webster's Landing,Clinton,Butternut/Franklin,100,2,30,4,Poor,19,8/23/2023 12:00:00 AM,0.074699404409,164.425069003773
2743,SYR3669,Weldon Ave,Loma,Wadsworth,100,1,0,7,Good,19,7/20/2023 12:00:00 AM,0.101066214584,222.829346504168
2744,SYR367,Brighton Ave W,Hope,Hatch,500,19,30,9,Excellent,16,7/26/2023 12:00:00 AM,0.0725948011836,159.606540487304
2745,SYR3670,Wellesley Rd,W. Colvin/Strathmore,Charmouth,100,13,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.104854456599,231.348047894953
2746,SYR3671,Wellesley Rd,Charmouth,Glenwood,200,13,27,9,Excellent,19,7/26/2023 12:00:00 AM,0.0974123491083,214.924932870377
2747,SYR3672,Wellesley Rd,Glenwood,dead end,300,13,28,7,Good,19,7/26/2023 12:00:00 AM,0.147802259659,326.092729833303
2748,SYR3673,Wellington Pl,Forman,Irving,100,15,25,6,Fair,19,7/25/2023 12:00:00 AM,0.112913579095,248.345364951324
2749,SYR3674,Wendell Ter,Sedgwick,Rugby,100,4,24,9,Excellent,19,7/12/2023 12:00:00 AM,0.197017746971,434.806727710673
2750,SYR3675,Wendell Ter,Rugby,Kline,200,4,27,6,Fair,19,7/12/2023 12:00:00 AM,0.0528022447837,116.545357845905
2751,SYR3676,Wendell Ter,Kline,Scoville,300,4,27,7,Good,19,7/12/2023 12:00:00 AM,0.0927939361363,204.896598253051
2752,SYR3677,Wendell Ter,Scoville,Mertens,400,4,27,7,Good,19,7/12/2023 12:00:00 AM,0.128000405801,282.642085316587
2753,SYR3678,Wendell Ter,Mertens,Grant Blvd.,500,4,27,7,Good,19,7/12/2023 12:00:00 AM,0.0879880878713,194.29438956873
2754,SYR3679,Wente Ter,Valley Dr.,Barnes,100,13,28,7,Good,19,8/22/2023 12:00:00 AM,0.1638735739,360.216549175512
2755,SYR368,Brighton Ave W,Hatch,bridge,600,19,28,9,Excellent,16,7/26/2023 12:00:00 AM,0.110462467344,242.907160644594
2756,SYR3680,West End Dr,Gere,Willis,100,7,27,7,Good,19,8/21/2023 12:00:00 AM,0.05296273991,116.892610688741
2757,SYR3681,West St N,Tracy,Park,100,2,40,5,Poor,19,7/6/2023 12:00:00 AM,0.144695547443,318.878996554319
2758,SYR3682,West St N,Park,Genesee,200,2,40,5,Poor,17,7/6/2023 12:00:00 AM,0.0917491918198,202.525714892741
2759,SYR369,Brighton Ave W,bridge,Hunt,700,13,28,9,Excellent,16,7/26/2023 12:00:00 AM,0.054398528801,119.594912421828
2760,SYR3691,West St S,Seymour,Shonnard,800,10,0,9,Excellent,17,11/8/2023 12:00:00 AM,0.040650061705,89.7139015071886
2761,SYR3693,Westcott St,Fayette,Lexington,100,17,34,4,Poor,17,7/25/2023 12:00:00 AM,0.0794588577633,175.389698831839
2762,SYR3694,Westcott St,Lexington,E. Genesee,200,17,34,4,Poor,17,7/25/2023 12:00:00 AM,0.1102613614,243.375920052026
2763,SYR3695,Westcott St,E. Genesee,Hawthorne,300,17,34,9,Excellent,17,7/25/2023 12:00:00 AM,0.104409784405,230.454691785283
2764,SYR3696,Westcott St,Hawthorne,Dell,400,17,34,9,Excellent,17,7/25/2023 12:00:00 AM,0.142133278593,313.710081740278
2765,SYR3697,Westcott St,Dell,Beech,500,17,34,8,Good,17,7/25/2023 12:00:00 AM,0.151313079464,333.959039554615
2766,SYR3698,Westcott St,Beech,Clarendon,600,17,0,5,Poor,17,7/25/2023 12:00:00 AM,0.0837394834804,184.81429446543
2767,SYR3699,Westcott St,Clarendon,Euclid,700,16,0,5,Poor,17,7/25/2023 12:00:00 AM,0.121574469622,268.309935150207
2768,SYR37,Ainsley Dr.,Game Rd,Jamesville Rd.,300,14,26,7,Good,17,8/14/2023 12:00:00 AM,0.349590723594,768.472228097526
2769,SYR370,Brighton Ave W,Hunt,Bishop,800,13,28,9,Excellent,16,7/26/2023 12:00:00 AM,0.122025804723,268.266765576285
2770,SYR3700,Westcott St,Euclid,Lennox,800,17,30,5,Poor,17,8/2/2023 12:00:00 AM,0.0906222697624,199.99542994961
2771,SYR3701,Westcott St,Lennox,Jerome,900,17,30,8,Good,17,8/2/2023 12:00:00 AM,0.132922005213,293.338630247147
2772,SYR3702,Westcott St,Jerome,Kensington,1000,17,30,8,Good,17,8/2/2023 12:00:00 AM,0.116879695837,257.928118370631
2773,SYR3703,Westcott St,Kensington,Broad,1100,17,30,8,Good,17,8/2/2023 12:00:00 AM,0.101292191066,223.524586542555
2774,SYR3705,Westcott St,Andover,Meadowbrook,1300,19,30,7,Good,17,8/2/2023 12:00:00 AM,0.26776557343,590.860351423678
2775,SYR3706,Westminster Ave,dead end,Maryland,100,16,25,9,Excellent,19,8/2/2023 12:00:00 AM,0.140656580426,310.162262845256
2776,SYR3707,Westminster Ave,Maryland,Kensington,200,16,25,9,Excellent,19,8/2/2023 12:00:00 AM,0.10425009821,229.874728588121
2777,SYR3708,Westmoreland Ave,Erie Blvd.,Dakin,100,17,27,9,Excellent,19,7/25/2023 12:00:00 AM,0.0435957305798,96.2338736890813
2778,SYR3709,Westmoreland Ave,Dakin,Fayette,200,17,27,9,Excellent,19,7/25/2023 12:00:00 AM,0.151496976017,334.409997404632
2779,SYR371,Brighton Ave. W,Bishop,South,900,13,28,9,Excellent,16,7/26/2023 12:00:00 AM,0.142000150809,312.245748777334
2780,SYR3710,Westmoreland Ave,Fayette,Lexington,300,17,27,9,Excellent,19,7/25/2023 12:00:00 AM,0.0684781330057,151.152840435176
2781,SYR3711,Westmoreland Ave,Lexington,E. Genesee,400,17,27,9,Excellent,19,7/25/2023 12:00:00 AM,0.136914167705,302.205086504252
2782,SYR3712,Westmoreland Ave,E. Genesee,Harvard,500,17,27,5,Poor,19,7/25/2023 12:00:00 AM,0.264884211647,584.645452795117
2783,SYR3714,Westmoreland Ave,Euclid,Montana,900,17,28,6,Fair,19,8/2/2023 12:00:00 AM,0.153406060699,338.553677859475
